alim_code,alim_name,alim_group,alim_sub_group,alim_sub_sub_group,kcalfor100g,proteinfor100g,carbohydratefor100g,lipidfor100g,sugarfor100g,cholesterolfor100g,saltfor100g,weight_for_one,basic_unity,thousand_unity
32018,"Céréales pour petit déjeuner fourrées, fourrage autre que chocolat, enrichies en vitamines et minéraux",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,419,8.42,64.7,13.3,31.2,1,0.77,1,g,Kg
32021,"Céréales pour petit déjeuner ""équilibre"" nature ou au miel, enrichies en vitamines et minéraux",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,382,11.4,78.6,1.65,17.2,0,1.25,1,g,Kg
32022,"Céréales pour petit déjeuner ""équilibre"" au chocolat, enrichies en vitamines et minéraux",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,404,9.99,75.1,6.14,24.6,traces,0.96,1,g,Kg
32023,"Céréales pour petit déjeuner ""équilibre"" aux fruits, enrichies en vitamines et minéraux",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,378,10.5,77.9,1.74,20.6,traces,01.06,1,g,Kg
32025,"Céréales pour petit déjeuner ""équilibre"" aux fruits secs (à coque), enrichis en vitamines et minéraux",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,394,8.91,75.5,4.93,23.7,,1,1,g,Kg
32028,"Céréales pour petit déjeuner ""équilibre"" au chocolat (non enrichies en vitamines et minéraux)",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,411,10.3,74.6,07.01,22.9,2.35,01.03,1,g,Kg
32029,"Céréales pour petit déjeuner ""équilibre"" aux fruits (non enrichies en vitamines et minéraux)",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,378,10.5,78.7,1.4,19,1.38,1.24,1,g,Kg
32030,"Céréales pour petit déjeuner ""équilibre"" nature (non enrichies en vitamines et minéraux)",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,379,11.3,79,1.25,15.4,,1.18,1,g,Kg
32031,"Céréales pour petit déjeuner, enrichies en vitamines et minéraux (aliment moyen)",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,405,7.86,76,6.77,25.7,0.88,0.96,1,g,Kg
32032,"Céréales pour petit déjeuner, non enrichies en vitamines et minéraux (aliment moyen)",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,389,8.2,79.1,3.32,28.5,1.14,0.67,1,g,Kg
32107,Pétales de maïs glacés au sucre (non enrichis en vitamines et minéraux),produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,379,4.4,88,0.6,29.6,,1.14,1,g,Kg
32108,"Muesli croustillant aux fruits et/ou fruits secs, graines (non enrichi en vitamines et minéraux)",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,436,8.88,59.7,16.7,21.7,0.9,0.34,1,g,Kg
32109,Muesli croustillant au chocolat (non enrichi en vitamines et minéraux),produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,442,8.57,63.2,16.7,22.7,2.41,0.35,1,g,Kg
32110,"Muesli floconneux aux fruits ou fruits secs, enrichi en vitamines et minéraux",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,375,9,69.6,5,24,0,0.75,1,g,Kg
32111,"Muesli croustillant aux fruits ou fruits secs, enrichi en vitamines et minéraux",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,460,5.67,68.4,17.3,30,2.93,1,1,g,Kg
32112,"Muesli croustillant au chocolat, avec ou sans fruits, enrichi en vitamines et minéraux",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,462,7.8,63.4,18.3,26.1,10.7,0.79,1,g,Kg
32113,"Muesli floconneux aux fruits ou fruits secs, sans sucres ajoutés",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,400,10.7,61.6,11,18.6,0,0.25,1,g,Kg
32115,"Grains de blé soufflés chocolatés, enrichis en vitamines et minéraux",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,385,8.94,75.1,04.01,44.3,traces,0.25,1,g,Kg
32116,"Céréales pour petit déjeuner très riches en fibres, enrichies en vitamines et minéraux",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,338,14,49,3.5,18,,0.58,1,g,Kg
32121,"Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,374,5.77,84.7,0.63,30,0,1.27,1,g,Kg
32123,"Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,386,10.3,67.9,6.3,20.9,0,1.5,1,g,Kg
32128,Muesli floconneux ou de type traditionnel,produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,382,10.6,68.5,4.83,11.9,,0.15,1,g,Kg
32129,Boules de maïs soufflées au miel (non enrichies en vitamines et minéraux),produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,393,5.71,86.2,2.35,30.9,0.89,0.71,1,g,Kg
32130,Blé khorasan complet soufflé,produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,378,6.68,80.5,1.96,,,0.027,1,g,Kg
32131,"Riz soufflé chocolaté, enrichi en vitamines et minéraux",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,390,6.22,83.2,2.82,29.7,0,0.75,1,g,Kg
32133,"Boules de maïs soufflées au miel, enrichies en vitamines et minéraux",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,388,6.32,86.2,1.46,26.6,0,0.89,1,g,Kg
32134,"Céréales complètes soufflées, enrichies en vitamines et minéraux",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,385,7.42,76.8,3.85,32,,0.95,1,g,Kg
32135,"Multi-céréales soufflées ou extrudées, enrichies en vitamines et minéraux",produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,392,9,77.9,4.1,32.7,0,0.75,1,g,Kg
32138,Muesli floconneux aux fruits ou fruits secs (non enrichi en vitamines et minéraux),produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,372,9.4,65.5,6.29,17.8,,0.26,1,g,Kg
32139,Muesli enrichi en vitamines et minéraux (aliment moyen),produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,431,6.82,68.8,13.1,27.9,1.92,0.91,1,g,Kg
32140,Flocon d'avoine précuit,produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,370,11,58,7.7,1.84,0,0.011,1,g,Kg
32141,Muesli non enrichi en vitamines et minéraux (aliment moyen),produits céréaliers,céréales de petit-déjeuner et biscuits,céréales de petit-déjeuner,403,9.15,62.7,11.3,19.7,,0.3,1,g,Kg
31100,"Barre céréalière pour petit déjeuner au lait, chocolatée ou non, enrichie en vitamines et minéraux",produits céréaliers,céréales de petit-déjeuner et biscuits,barres céréalières,423,6.7,72.2,11.9,31.4,,0.88,1,g,Kg
31101,"Barre céréalière ""équilibre"" aux fruits, enrichie en vitamines et minéraux",produits céréaliers,céréales de petit-déjeuner et biscuits,barres céréalières,381,6.13,73.2,6.53,30.4,traces,0.75,1,g,Kg
31102,"Barre céréalière ""équilibre"" chocolatée, enrichie en vitamines et minéraux",produits céréaliers,céréales de petit-déjeuner et biscuits,barres céréalières,418,5.99,72.9,10.9,32.4,,0.7,1,g,Kg
31104,Barre céréalière diététique hypocalorique,produits céréaliers,céréales de petit-déjeuner et biscuits,barres céréalières,386,5.9,65.3,11.2,8.5,0,0.75,1,g,Kg
31106,Barre céréalière chocolatée,produits céréaliers,céréales de petit-déjeuner et biscuits,barres céréalières,451,6.55,73,14.9,32.9,3.3,0.51,1,g,Kg
31113,Barre céréalière aux fruits,produits céréaliers,céréales de petit-déjeuner et biscuits,barres céréalières,377,5.49,73.5,07.07,29.6,traces,0.63,1,g,Kg
31114,Barre céréalière aux amandes ou noisettes,produits céréaliers,céréales de petit-déjeuner et biscuits,barres céréalières,451,7.75,63.9,17.3,25.9,,0.54,1,g,Kg
7412,"Tartine craquante, extrudée et grillée, fourrée au chocolat",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,442,7.85,64.3,16,30.2,,0.34,1,g,Kg
7413,"Tartine craquante, extrudée et grillée, fourrée aux fruits",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,386,4.91,74.7,6.44,28.8,,0.43,1,g,Kg
23027,Macaron sec,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,436,6.9,77.7,10.2,74,,0.2,1,g,Kg
24000,"Biscuit sec, sans précision",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,501,7.42,61.2,24.7,23.2,65,0.63,1,g,Kg
24001,Biscuit sec nature,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,447,6.77,69.7,15.1,23.6,3,0.84,1,g,Kg
24002,Biscuit sec à teneur garantie en vitamines,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,458,9.63,72.6,14.2,23.3,15.5,0.16,1,g,Kg
24003,Biscuit sec à teneur garantie en vitamines et minéraux,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,476,10.8,61.9,19.8,22.1,1.7,0.44,1,g,Kg
24004,"Biscuit sec aux fruits, hyposodé",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,443,10.8,61.4,15.8,20.2,,0.038,1,g,Kg
24007,"Biscuit sec croquant au chocolat, allégé en matière grasse",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,420,7,69,11,22.4,,2.18,1,g,Kg
24008,"Biscuit sec fourré aux fruits, allégé en matière grasse",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,391,4.69,75.3,7.2,,13,0.58,1,g,Kg
24009,Spéculoos,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,481,5.94,69,19.7,32.6,,0.86,1,g,Kg
24010,"Biscuit sec, avec matière grasse végétale",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,442,7.13,74.8,11.8,21.7,21.4,0.72,1,g,Kg
24011,"Biscuit sec, petits fours en assortiment",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,520,6.94,59.8,27.5,30.3,,0.38,1,g,Kg
24015,Biscuit sec petit beurre,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,445,7.73,72.7,13.2,22.2,117,0.9,1,g,Kg
24016,Biscuit sec avec tablette de chocolat,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,502,6.62,63.3,24.1,36.8,26.4,0.61,1,g,Kg
24017,Biscuit sec petit beurre au chocolat,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,463,7.19,71.1,16,24.5,,1.21,1,g,Kg
24030,Biscuit sec au lait,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,437,8.25,73.9,11.5,20,,1.14,1,g,Kg
24031,"Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,427,5.63,80.1,8.8,29.4,40,0.78,1,g,Kg
24034,Biscuit sec pour petit déjeuner,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,460,7.68,64.2,18.1,26.2,,0.74,1,g,Kg
24035,"Biscuit sec pour petit déjeuner, allégé en sucres",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,453,7.69,66.3,16,20.2,,0.68,1,g,Kg
24036,"Biscuit sec chocolaté, préemballé",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,520,6.43,61.7,26.9,34.3,,0.5,1,g,Kg
24037,Biscuit sec fourré à la pâte ou purée de fruits,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,383,4.43,69.2,9.11,43.4,3.8,0.41,1,g,Kg
24038,Biscuit sec avec nappage chocolat,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,505,6.93,61.9,25,36.7,9,0.4,1,g,Kg
24039,"Barre biscuitée fourrée aux fruits, allégée en matière grasse",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,,3.31,75.7,7.12,41.9,,0.42,1,g,Kg
24040,"Biscuit sec pour petit déjeuner, au chocolat",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,460,6.5,69.7,16.6,29.8,4.95,0.95,1,g,Kg
24041,"Biscuit aux céréales pour petit déjeuner, enrichis en vitamines et minéraux",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,454,7.6,65.8,17.5,23.8,,0.78,1,g,Kg
24049,"Biscuit sec au beurre, sablé, galette ou palet",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,493,6.4,64.8,22.7,24.3,130,0.82,1,g,Kg
24050,"Biscuit sec au beurre, sablé, galette ou palet, au chocolat",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,505,6.64,61,25.3,28.9,63.7,0.77,1,g,Kg
24051,"Biscuit sec chocolaté, type barquette",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,483,7.39,60.9,22.8,43.1,,0.4,1,g,Kg
24052,"Biscuit sec chocolaté, type tartelette",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,506,6.65,60.2,25.8,29.2,21,0.45,1,g,Kg
24053,"Biscuit sec chocolaté, type galette",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,500,6.84,63.7,23.5,28.2,,0.65,1,g,Kg
24054,"Biscuit sec, sablé, galette ou palet, aux fruits",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,473,5.93,67.6,19.3,31,25.5,0.49,1,g,Kg
24055,Biscuit sec fourré fruits à coque (non ou légèrement chocolaté),produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,501,6.45,63.9,23.7,29.2,,0.53,1,g,Kg
24056,Florentin (biscuit sec sucré chocolaté aux amandes),produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,524,7,59.9,28,43,,0.35,1,g,Kg
24060,Biscuit pâtissier meringué,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,537,7.42,56,30.7,46.1,,0.3,1,g,Kg
24070,Sablé à la noix de coco,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,480,7.1,66.5,20.1,24.2,,0.74,1,g,Kg
24071,Sablé pâtissier,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,484,8.38,59.4,22.9,,98,0.41,1,g,Kg
24072,"Sablé aux fruits (pomme, fruits rouges, etc.)",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,485,5.85,66,21.4,32,,0.56,1,g,Kg
24080,"Sablé au cacao ou chocolat, au praliné ou autre",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,499,6.63,61.2,24.6,27.3,,0.94,1,g,Kg
24225,"Goûter sec fourré (""sandwiché"") parfum lait ou vanille",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,477,5.36,71.2,18.6,34.7,3.1,0.56,1,g,Kg
24231,"Goûter sec fourré (""sandwiché"") parfum chocolat",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,468,6.7,67.9,18,29.8,2.2,0.62,1,g,Kg
24240,"Goûter sec fourré (""sandwiché"") parfum fruits",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,484,6.64,73.3,17.4,31.6,0.5,0.5,1,g,Kg
24300,Gaufrette ou éventail sans fourrage,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,419,9,76.7,8,35,,1,1,g,Kg
24311,"Gaufrette fourrée chocolat, préemballée",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,530,6.38,57.2,29.8,35.8,,0.27,1,g,Kg
24312,"Gaufrette fourrée fruits à coque (noisette, amande, praline, etc.), chocolatée ou non, préemballée",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,512,7.31,59.6,26.4,37.4,10.1,0.34,1,g,Kg
24313,"Gaufrette, fourrée vanille, préemballée",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,545,4.45,61.7,30.8,37.8,,0.24,1,g,Kg
24320,"Gaufrette fourrée, aux fruits",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,365,4.43,82.4,1.58,41.7,,0.28,1,g,Kg
24360,Cigarette,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,523,5.29,63,27.5,38,,0.28,1,g,Kg
24370,Crêpe dentelle,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,456,6.27,72.1,15.5,36.7,,0.64,1,g,Kg
24371,"Crêpe dentelle au chocolat, préemballée",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,498,5.91,67.9,21.8,39.3,,0.5,1,g,Kg
24430,Biscuit sec aux œufs à la cuillère (cuiller) ou Boudoir,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,388,7.98,79.9,3.77,47.9,109,0.41,1,g,Kg
24441,Biscuit sec type langue de chat ou cigarette russe,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,434,5.66,77.9,10.7,40.3,67,0.57,1,g,Kg
24520,Meringue,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,396,04.08,94.2,0.5,94.2,0,0.16,1,g,Kg
24615,"Biscuit sec ou tuile, aux amandes",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,465,7.93,68.1,17.2,39.2,94,0.23,1,g,Kg
24616,"Biscuit sec type tuile, aux fruits",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,384,5.43,74.9,8.28,26.9,,0.7,1,g,Kg
24659,"Biscuit sec feuilleté, type palmier ou autres",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,519,6.1,60.5,27.6,21.6,11.7,01.01,1,g,Kg
24660,"Palmier, artisanal",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,501,5.93,53.1,28.2,21.8,28,1.16,1,g,Kg
24678,"Biscuit sec (génoise) nappage aux fruits, type barquette",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,359,4.54,77.1,3.24,54.2,64.3,0.28,1,g,Kg
24679,"Biscuit sec nappé aux fruits, tartelette",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,436,4.7,71.3,14.2,32.7,,0.37,1,g,Kg
24680,Biscuit moelleux fourré à l'orange et enrobé de sucre glace,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,354,4.25,79.3,1.92,52.9,18.4,0.015,1,g,Kg
24684,Cookie aux pépites de chocolat,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,502,6.47,59,25.9,31.5,17.3,01.01,1,g,Kg
24685,"Cône ou cornet classique, pour glace",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,401,7.5,80.4,5,25.6,,0.54,1,g,Kg
24686,Génoise sèche fourrée aux fruits et nappée de chocolat,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,391,3.23,69.5,10.6,51.7,34.8,0.17,1,g,Kg
24690,Biscuit sec pauvre en glucides,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits sucrés,448,20.8,43.8,18.5,19.3,,0.86,1,g,Kg
9230,"Pop-corn ou Maïs éclaté, à l'huile, salé",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits apéritifs,461,11,57.1,19.1,0.6,3.3,1.2,1,g,Kg
9231,"Pop-corn ou Maïs éclaté, à l'air, non salé",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits apéritifs,417,10.5,59.7,12.3,0.87,0,0.02,1,g,Kg
9232,"Pop-corn ou Maïs éclaté, au caramel",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits apéritifs,422,4.33,80.4,8.17,43,,0.14,1,g,Kg
38104,Chips de crevette,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits apéritifs,508,3.1,63.7,26.6,7.1,13,1.53,1,g,Kg
38105,Chips de maïs ou tortilla chips,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits apéritifs,495,6.56,59.5,24.7,2.62,0,1.42,1,g,Kg
38106,"Biscuit apéritif soufflé, à base de pomme de terre",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits apéritifs,486,4.25,61,24.1,1.61,,3.14,1,g,Kg
38107,"Biscuit apéritif, mini bretzel ou sticks",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits apéritifs,379,11.2,74.4,3.13,02.02,,3.73,1,g,Kg
38108,"Biscuit apéritif soufflé, à base de pomme de terre et de soja",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits apéritifs,409,19,58.3,9.33,7.17,,02.08,1,g,Kg
38399,Biscuit apéritif (aliment moyen),produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits apéritifs,486,9.23,60.4,22.3,3.84,11.8,2.44,1,g,Kg
38400,"Biscuit apéritif soufflé, à base de maïs, sans cacahuète",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits apéritifs,489,6.96,62.1,23,2.79,5.6,2.48,1,g,Kg
38401,"Biscuit apéritif, crackers, garni ou fourré, au fromage",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits apéritifs,535,13.8,46,32.2,5.33,0,1.89,1,g,Kg
38402,"Biscuit apéritif, crackers, nature",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits apéritifs,499,10.5,59,23.9,5.44,5.9,2.3,1,g,Kg
38403,"Biscuit apéritif, crackers, nature, allégé en matière grasse",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits apéritifs,410,6.53,73.1,9.33,3.97,0,3,1,g,Kg
38404,"Biscuit apéritif soufflé, à base de maïs, à la cacahuète",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits apéritifs,487,13.3,54.8,22.9,3.13,,1.88,1,g,Kg
38405,"Biscuit apéritif à base de pomme de terre, type tuile salée",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits apéritifs,521,4.63,59.1,28.8,2.86,37.7,1.62,1,g,Kg
38406,"Cacahuètes (arachide) enrobées d'un biscuit, pour apéritif",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits apéritifs,518,15.8,45.4,29.7,4.51,,2.82,1,g,Kg
38407,Biscuit apéritif feuilleté,produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits apéritifs,509,12.3,53.7,26.5,1.86,,2.54,1,g,Kg
38408,"Crêpe dentelle (pour apéritif) au fromage, préemballée",produits céréaliers,céréales de petit-déjeuner et biscuits,biscuits apéritifs,555,9.3,48.8,35.6,14.2,33.6,1.73,1,g,Kg
23000,Gâteau (aliment moyen),produits céréaliers,gâteaux et pâtisseries,-,410,5.53,52.6,19.2,33.4,98.8,0.65,1,g,Kg
23005,Gâteau Paris-Brest (pâte à choux crème mousseline praliné),produits céréaliers,gâteaux et pâtisseries,-,355,5.44,26.1,24.9,16.2,109,0.3,1,g,Kg
23006,"Gâteau au chocolat type forêt noire (génoise au chocolat et crème multi-couches, avec ou sans cerises)",produits céréaliers,gâteaux et pâtisseries,-,334,4.13,35.4,19,29.5,61.7,0.17,1,g,Kg
23007,"Gâteau mousse de fruits sur génoise, type miroir, bavarois",produits céréaliers,gâteaux et pâtisseries,-,245,3.87,29.7,12.2,23.6,87,0.11,1,g,Kg
23008,Entremets type Opéra,produits céréaliers,gâteaux et pâtisseries,-,400,5.19,39.6,24,35.1,80.2,0.11,1,g,Kg
23009,Fraisier ou framboisier,produits céréaliers,gâteaux et pâtisseries,-,262,3.31,26.7,15.5,23.3,61,0.15,1,g,Kg
23020,"Baba au rhum, préemballé",produits céréaliers,gâteaux et pâtisseries,-,175,03.05,21.3,5.3,17.9,,0.28,1,g,Kg
23022,Canelé,produits céréaliers,gâteaux et pâtisseries,-,297,5.31,59.4,3.7,37.6,14.8,0.19,1,g,Kg
23024,Macaron moelleux fourré à la confiture ou à la crème,produits céréaliers,gâteaux et pâtisseries,-,453,8.97,54.9,21.2,49.8,19.3,0.16,1,g,Kg
23030,Bûche de Noël pâtissière,produits céréaliers,gâteaux et pâtisseries,-,320,4.2,30.6,19.7,23.7,89,0.18,1,g,Kg
23032,Brownie au chocolat,produits céréaliers,gâteaux et pâtisseries,-,467,6.22,50,26.2,35,16.5,0.56,1,g,Kg
23033,Rocher coco ou Congolais (petit gâteau à la noix de coco),produits céréaliers,gâteaux et pâtisseries,-,464,4.46,53.7,24.1,47.5,,0.1,1,g,Kg
23050,Biscuit de Savoie,produits céréaliers,gâteaux et pâtisseries,-,260,5.9,56.3,0.8,,0,1.87,1,g,Kg
23081,"Quatre-quarts ou barre pâtissière, préemballé",produits céréaliers,gâteaux et pâtisseries,-,399,5.76,46.1,21,26.2,151,1.22,1,g,Kg
23103,"Gâteau au citron, tout type",produits céréaliers,gâteaux et pâtisseries,-,430,5,54,21.3,,,0.54,1,g,Kg
23121,Far aux pruneaux,produits céréaliers,gâteaux et pâtisseries,-,337,5.5,61.4,7.55,22.6,132,0.75,1,g,Kg
23122,Kouign Amann,produits céréaliers,gâteaux et pâtisseries,-,502,05.05,55.1,28.9,27.4,,0.68,1,g,Kg
23200,Pain d'épices,produits céréaliers,gâteaux et pâtisseries,-,335,3.38,74.2,02.01,41.7,2,0.47,1,g,Kg
23300,Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop),produits céréaliers,gâteaux et pâtisseries,-,463,10.4,50,24.5,39.6,37,0.075,1,g,Kg
23301,Corne de gazelle (pâtisserie orientale aux amandes et sirop),produits céréaliers,gâteaux et pâtisseries,-,475,8.55,60.2,22.1,32,,0.15,1,g,Kg
23455,Chou à la crème (chantilly ou pâtissière),produits céréaliers,gâteaux et pâtisseries,-,294,4.47,30.6,16.9,23.1,92.5,0.31,1,g,Kg
23456,Chou à la crème chantilly,produits céréaliers,gâteaux et pâtisseries,-,350,4.63,22.9,26.4,8.9,122,0.37,1,g,Kg
23457,Chou à la crème pâtissière,produits céréaliers,gâteaux et pâtisseries,-,225,4.31,34.9,7.3,13.5,63,0.25,1,g,Kg
23477,Éclair,produits céréaliers,gâteaux et pâtisseries,-,250,5.78,28.3,11.8,18.9,99.7,0.23,1,g,Kg
23479,Tarte aux fruits et crème pâtissière,produits céréaliers,gâteaux et pâtisseries,-,205,2.94,30,7.7,18.7,34,0.26,1,g,Kg
23481,"Tarte normande aux pommes (garniture farine, œufs, crème, sucre, calvados)",produits céréaliers,gâteaux et pâtisseries,-,313,4.44,38.7,15,25.8,71.4,0.23,1,g,Kg
23485,Tarte au citron,produits céréaliers,gâteaux et pâtisseries,-,383,5,42.7,20.9,30.1,121,0.13,1,g,Kg
23490,Tarte ou tartelette aux pommes,produits céréaliers,gâteaux et pâtisseries,-,227,2.52,32.7,8.79,20.7,19,0.31,1,g,Kg
23491,Tarte aux fraises,produits céréaliers,gâteaux et pâtisseries,-,318,3.19,31,19.8,,29,0.14,1,g,Kg
23493,Crumble aux pommes,produits céréaliers,gâteaux et pâtisseries,-,242,2.68,35.9,8.98,23.7,0.5,0.059,1,g,Kg
23494,Tarte aux abricots,produits céréaliers,gâteaux et pâtisseries,-,285,3.18,41,10.7,17.4,39.8,0.22,1,g,Kg
